epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,10150.1,0.68285,0.35447,0.86002,0.87687,0.81529,0.85229,0.71345,0.72187,0.58712,0.89626,0.003796,0.003796,0.003796
190,10203.4,0.67246,0.34892,0.8575,0.88263,0.80848,0.85249,0.71292,0.7222,0.58693,0.89617,0.003763,0.003763,0.003763
191,10257,0.66902,0.34802,0.85801,0.88142,0.81076,0.85193,0.71284,0.72226,0.5866,0.8959,0.00373,0.00373,0.00373
192,10310.7,0.68446,0.35361,0.86093,0.87887,0.81333,0.85157,0.71285,0.72231,0.58594,0.89622,0.003697,0.003697,0.003697
193,10364.4,0.67694,0.3508,0.85836,0.87808,0.81396,0.85168,0.71279,0.72209,0.58729,0.89604,0.003664,0.003664,0.003664
194,10417.9,0.66637,0.34683,0.85681,0.8766,0.81817,0.85211,0.71365,0.72223,0.58634,0.89653,0.003631,0.003631,0.003631
195,10471.2,0.66605,0.34554,0.85815,0.87647,0.81876,0.85276,0.714,0.72134,0.58498,0.896,0.003598,0.003598,0.003598
196,10525,0.67401,0.34858,0.85928,0.8776,0.8176,0.85318,0.71385,0.72109,0.58461,0.89647,0.003565,0.003565,0.003565
197,10578.8,0.671,0.34735,0.8581,0.87297,0.81996,0.85195,0.71316,0.72015,0.58688,0.89517,0.003532,0.003532,0.003532
198,10632.3,0.66907,0.34642,0.85728,0.87537,0.8171,0.85211,0.71348,0.71977,0.58691,0.89469,0.003499,0.003499,0.003499
199,10686,0.67343,0.3471,0.85778,0.87389,0.81459,0.85226,0.7137,0.72037,0.58673,0.89473,0.003466,0.003466,0.003466
200,10739.4,0.66693,0.34639,0.85814,0.87239,0.81306,0.85199,0.71343,0.7212,0.58547,0.89593,0.003433,0.003433,0.003433
201,10792.8,0.66535,0.34457,0.85782,0.87433,0.81224,0.85211,0.71288,0.72132,0.58613,0.89581,0.0034,0.0034,0.0034
202,10846.2,0.66714,0.34496,0.85525,0.87426,0.81186,0.85177,0.71226,0.72165,0.58637,0.89638,0.003367,0.003367,0.003367
203,10899.9,0.67096,0.34785,0.85581,0.87926,0.80867,0.85193,0.71238,0.72269,0.58632,0.8971,0.003334,0.003334,0.003334
204,10953.7,0.66381,0.34278,0.85397,0.87729,0.80864,0.85088,0.71252,0.7234,0.58739,0.89725,0.003301,0.003301,0.003301
205,11007.2,0.66573,0.34471,0.8563,0.87519,0.8105,0.85095,0.7125,0.72357,0.58726,0.89748,0.003268,0.003268,0.003268
206,11061.1,0.66491,0.34254,0.85754,0.88028,0.80684,0.85071,0.71187,0.7243,0.58779,0.89799,0.003235,0.003235,0.003235
207,11114.9,0.65983,0.3433,0.85562,0.87058,0.81754,0.8507,0.7118,0.72446,0.58739,0.89819,0.003202,0.003202,0.003202
208,11168.6,0.66588,0.34387,0.85624,0.87308,0.81727,0.85146,0.71279,0.72426,0.58726,0.89801,0.003169,0.003169,0.003169
209,11222,0.66089,0.34306,0.85658,0.87075,0.81829,0.85201,0.71294,0.72369,0.58629,0.89742,0.003136,0.003136,0.003136
210,11275.9,0.65639,0.34143,0.85533,0.87626,0.81438,0.85182,0.71252,0.72388,0.58685,0.89731,0.003103,0.003103,0.003103
211,11329.4,0.65239,0.3405,0.85396,0.88494,0.80926,0.85195,0.71278,0.72443,0.58727,0.89735,0.00307,0.00307,0.00307
212,11383,0.6509,0.33647,0.85289,0.88584,0.80824,0.85245,0.71341,0.72495,0.58701,0.89815,0.003037,0.003037,0.003037
213,11436.5,0.65106,0.3365,0.85234,0.88271,0.81053,0.85243,0.71307,0.72458,0.58732,0.89807,0.003004,0.003004,0.003004
214,11490.3,0.66193,0.34152,0.85778,0.88402,0.81194,0.85256,0.71335,0.72443,0.58721,0.89802,0.002971,0.002971,0.002971
215,11543.8,0.65489,0.33929,0.85432,0.88494,0.81282,0.85257,0.71304,0.72404,0.58793,0.89689,0.002938,0.002938,0.002938
216,11597.5,0.65046,0.33804,0.85311,0.88593,0.81077,0.85248,0.71341,0.72436,0.589,0.89716,0.002905,0.002905,0.002905
217,11651.1,0.65496,0.33925,0.85311,0.88455,0.81072,0.85237,0.7137,0.72443,0.58923,0.89733,0.002872,0.002872,0.002872
218,11704.8,0.65768,0.3401,0.8551,0.88512,0.8116,0.85223,0.71283,0.72441,0.58918,0.89742,0.002839,0.002839,0.002839
219,11758.3,0.65711,0.33866,0.85642,0.88741,0.8093,0.85193,0.71315,0.72378,0.58907,0.89698,0.002806,0.002806,0.002806
220,11811.9,0.65454,0.3378,0.8538,0.88639,0.80883,0.85163,0.71258,0.72395,0.58954,0.89713,0.002773,0.002773,0.002773
221,11865.6,0.64174,0.33295,0.85148,0.88707,0.80892,0.85199,0.71218,0.72394,0.58935,0.8971,0.00274,0.00274,0.00274
222,11919.4,0.6526,0.33656,0.85565,0.88366,0.8138,0.85253,0.71287,0.72396,0.58869,0.89756,0.002707,0.002707,0.002707
223,11973,0.64533,0.3328,0.85188,0.8807,0.8153,0.85298,0.71327,0.72388,0.58906,0.89732,0.002674,0.002674,0.002674
224,12026.5,0.64956,0.3349,0.85167,0.88077,0.81644,0.85315,0.71351,0.72386,0.5888,0.89732,0.002641,0.002641,0.002641
225,12080.1,0.64356,0.33388,0.84998,0.88383,0.81511,0.853,0.71303,0.72434,0.58874,0.89754,0.002608,0.002608,0.002608
226,12133.5,0.6393,0.3312,0.85063,0.87143,0.82398,0.85285,0.71269,0.72439,0.58903,0.8974,0.002575,0.002575,0.002575
227,12187,0.64454,0.3336,0.85301,0.86859,0.82795,0.85309,0.71275,0.7243,0.58892,0.89721,0.002542,0.002542,0.002542
228,12240.5,0.63914,0.33088,0.85218,0.86996,0.82832,0.85323,0.71307,0.72467,0.58947,0.89716,0.002509,0.002509,0.002509
229,12294.2,0.64853,0.33487,0.85314,0.86761,0.83147,0.85338,0.7136,0.72489,0.58916,0.89743,0.002476,0.002476,0.002476
230,12347.6,0.64683,0.33348,0.85261,0.8711,0.827,0.85327,0.71369,0.72461,0.58925,0.89742,0.002443,0.002443,0.002443
231,12401.2,0.63906,0.33144,0.85017,0.87598,0.82257,0.85329,0.7135,0.72404,0.59027,0.89721,0.00241,0.00241,0.00241
232,12455,0.64249,0.33251,0.85205,0.87801,0.82354,0.85393,0.71355,0.72425,0.5904,0.89758,0.002377,0.002377,0.002377
233,12508.7,0.64728,0.33408,0.85148,0.87644,0.82409,0.85376,0.71397,0.72386,0.59086,0.89743,0.002344,0.002344,0.002344
234,12562.2,0.63626,0.32833,0.84799,0.8783,0.8233,0.85341,0.71377,0.72438,0.59127,0.89768,0.002311,0.002311,0.002311
235,12615.8,0.64071,0.33109,0.85027,0.87694,0.82367,0.85333,0.71384,0.72412,0.59042,0.89778,0.002278,0.002278,0.002278
236,12669.4,0.64074,0.33038,0.84948,0.87682,0.82219,0.85328,0.71413,0.72406,0.58997,0.89794,0.002245,0.002245,0.002245
237,12722.9,0.63625,0.3301,0.85187,0.87859,0.82128,0.85357,0.71397,0.72429,0.59016,0.89794,0.002212,0.002212,0.002212
238,12776.4,0.63982,0.32944,0.85048,0.8776,0.82188,0.85357,0.71367,0.72417,0.5904,0.89805,0.002179,0.002179,0.002179
239,12829.8,0.63269,0.32674,0.85059,0.87606,0.82286,0.8538,0.71398,0.7242,0.5904,0.89797,0.002146,0.002146,0.002146
240,12883.1,0.63105,0.32626,0.84945,0.87907,0.82053,0.85355,0.71351,0.72458,0.591,0.89803,0.002113,0.002113,0.002113
241,12936.4,0.62879,0.32421,0.8463,0.87894,0.81968,0.85353,0.71322,0.72495,0.59151,0.8981,0.00208,0.00208,0.00208
242,12990.2,0.63652,0.32802,0.84736,0.8815,0.81843,0.85381,0.71308,0.72531,0.59143,0.89849,0.002047,0.002047,0.002047
243,13043.9,0.63607,0.3285,0.85049,0.87831,0.81837,0.85418,0.71357,0.72568,0.59187,0.89879,0.002014,0.002014,0.002014
244,13097.5,0.62774,0.32496,0.84995,0.87822,0.81815,0.85376,0.71323,0.72586,0.5925,0.89858,0.001981,0.001981,0.001981
245,13151.3,0.62972,0.32514,0.84511,0.8802,0.81753,0.85368,0.71288,0.72613,0.59285,0.89886,0.001948,0.001948,0.001948
246,13205,0.62747,0.32532,0.84824,0.87961,0.819,0.85436,0.71393,0.72643,0.59259,0.8994,0.001915,0.001915,0.001915
247,13261.2,0.62939,0.32675,0.85007,0.88364,0.81319,0.85428,0.71369,0.72599,0.59206,0.89877,0.001882,0.001882,0.001882
248,13316.8,0.62654,0.32365,0.84974,0.8834,0.81427,0.85354,0.71355,0.72592,0.59249,0.89897,0.001849,0.001849,0.001849
249,13372.2,0.62734,0.32426,0.85096,0.8827,0.81473,0.85366,0.71335,0.72618,0.59304,0.89895,0.001816,0.001816,0.001816
250,13427.9,0.63299,0.32684,0.85015,0.88355,0.81513,0.85337,0.7135,0.72606,0.59331,0.899,0.001783,0.001783,0.001783
251,13483.4,0.62431,0.32345,0.84703,0.8802,0.81792,0.85364,0.71402,0.72639,0.59348,0.89907,0.00175,0.00175,0.00175
252,13539.1,0.61572,0.31826,0.84454,0.88148,0.81635,0.85376,0.71384,0.72602,0.59341,0.89898,0.001717,0.001717,0.001717
253,13594.2,0.62127,0.32055,0.84668,0.88076,0.81745,0.85379,0.71453,0.72604,0.59325,0.89897,0.001684,0.001684,0.001684
254,13647.8,0.6218,0.32114,0.84702,0.88128,0.81561,0.85395,0.71405,0.72568,0.5935,0.89877,0.001651,0.001651,0.001651
255,13701.7,0.62481,0.32319,0.84803,0.88339,0.815,0.85387,0.71415,0.7258,0.59373,0.89905,0.001618,0.001618,0.001618
256,13755.5,0.62181,0.32106,0.84504,0.88458,0.81394,0.85397,0.71397,0.72599,0.59373,0.89911,0.001585,0.001585,0.001585
257,13809,0.61902,0.32091,0.84706,0.8841,0.81364,0.85413,0.71425,0.7256,0.59375,0.89904,0.001552,0.001552,0.001552
258,13862.7,0.6182,0.31867,0.84437,0.88208,0.81447,0.85421,0.71424,0.7257,0.59449,0.89887,0.001519,0.001519,0.001519
259,13915.9,0.61157,0.31736,0.84327,0.88049,0.81614,0.85448,0.71481,0.72554,0.59394,0.89866,0.001486,0.001486,0.001486
