epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,7309.84,0.64261,0.44816,1.06161,0.91954,0.83522,0.91252,0.76362,0.71417,0.53334,1.22899,0.003961,0.003961,0.003961
185,7349.22,0.6343,0.4337,1.05226,0.91434,0.82633,0.90008,0.75488,0.72375,0.55471,1.24161,0.003928,0.003928,0.003928
186,7388.61,0.63767,0.45073,1.05296,0.92291,0.81231,0.89943,0.75463,0.72412,0.54976,1.23571,0.003895,0.003895,0.003895
187,7427.98,0.62998,0.43401,1.0432,0.92747,0.81604,0.90156,0.75514,0.73083,0.54462,1.23245,0.003862,0.003862,0.003862
188,7467.32,0.62198,0.45578,1.04082,0.91221,0.8336,0.90589,0.7623,0.7236,0.53454,1.22949,0.003829,0.003829,0.003829
189,7506.68,0.62594,0.44146,1.04608,0.94373,0.81987,0.91001,0.76804,0.71794,0.52374,1.22283,0.003796,0.003796,0.003796
190,7546.04,0.62907,0.43876,1.0514,0.9383,0.83764,0.9122,0.76936,0.71199,0.50741,1.21747,0.003763,0.003763,0.003763
191,7585.39,0.62472,0.44898,1.0475,0.93256,0.8441,0.91602,0.77267,0.71122,0.49897,1.21313,0.00373,0.00373,0.00373
192,7624.74,0.62434,0.43265,1.03617,0.93638,0.84407,0.91836,0.77612,0.70929,0.49997,1.21275,0.003697,0.003697,0.003697
193,7664.11,0.63468,0.43723,1.04251,0.91975,0.85175,0.91623,0.77423,0.71435,0.50649,1.21936,0.003664,0.003664,0.003664
194,7703.5,0.61454,0.4346,1.03673,0.92935,0.8441,0.91603,0.77259,0.71285,0.50504,1.22008,0.003631,0.003631,0.003631
195,7742.86,0.62581,0.45069,1.04469,0.91425,0.8526,0.91685,0.77166,0.7127,0.51689,1.21873,0.003598,0.003598,0.003598
196,7782.24,0.61613,0.43883,1.03753,0.91784,0.84976,0.91288,0.77087,0.71181,0.52027,1.22308,0.003565,0.003565,0.003565
197,7821.59,0.6109,0.4323,1.03578,0.91919,0.84527,0.91245,0.77279,0.71052,0.51951,1.22864,0.003532,0.003532,0.003532
198,7860.92,0.6119,0.43132,1.03358,0.92389,0.85304,0.91563,0.77415,0.70645,0.50191,1.22357,0.003499,0.003499,0.003499
199,7900.23,0.61629,0.43317,1.03521,0.92286,0.86187,0.91829,0.77273,0.7087,0.49641,1.22625,0.003466,0.003466,0.003466
200,7939.56,0.61979,0.42857,1.04402,0.91941,0.8643,0.91884,0.77189,0.71278,0.49326,1.22966,0.003433,0.003433,0.003433
201,7978.91,0.59755,0.41823,1.03185,0.91952,0.87722,0.92072,0.77126,0.71889,0.49106,1.23576,0.0034,0.0034,0.0034
202,8018.25,0.60429,0.41892,1.03468,0.92033,0.86995,0.91971,0.77011,0.71913,0.48482,1.23879,0.003367,0.003367,0.003367
203,8057.62,0.59656,0.41938,1.02671,0.92717,0.86383,0.91859,0.77237,0.71784,0.48644,1.23728,0.003334,0.003334,0.003334
204,8096.98,0.60992,0.42279,1.03497,0.91209,0.86995,0.91827,0.77066,0.71789,0.48718,1.23497,0.003301,0.003301,0.003301
205,8136.39,0.60229,0.41187,1.0298,0.91864,0.86672,0.92011,0.7737,0.71751,0.48107,1.23507,0.003268,0.003268,0.003268
206,8175.71,0.60654,0.4138,1.03644,0.92589,0.86107,0.91884,0.77437,0.71451,0.49055,1.23412,0.003235,0.003235,0.003235
207,8215.06,0.58718,0.40804,1.02193,0.92076,0.86351,0.91997,0.77577,0.71091,0.49505,1.23073,0.003202,0.003202,0.003202
208,8254.44,0.60085,0.42128,1.0303,0.91678,0.86314,0.92001,0.77628,0.70874,0.48767,1.22998,0.003169,0.003169,0.003169
209,8293.77,0.58794,0.40823,1.02631,0.92933,0.84814,0.91967,0.77602,0.70976,0.49345,1.23084,0.003136,0.003136,0.003136
210,8333.17,0.58828,0.40924,1.02626,0.92166,0.85532,0.9208,0.77628,0.70703,0.49193,1.23056,0.003103,0.003103,0.003103
211,8372.56,0.59382,0.40698,1.02298,0.92268,0.84824,0.91876,0.77447,0.71256,0.49856,1.23358,0.00307,0.00307,0.00307
212,8411.91,0.5918,0.40944,1.0238,0.92392,0.84249,0.9178,0.77348,0.71745,0.50387,1.23653,0.003037,0.003037,0.003037
213,8451.27,0.58998,0.40813,1.02284,0.91635,0.84065,0.91394,0.77096,0.71639,0.51533,1.23705,0.003004,0.003004,0.003004
214,8490.62,0.58972,0.40608,1.02086,0.905,0.85416,0.91633,0.77377,0.71394,0.51551,1.23688,0.002971,0.002971,0.002971
